
18,191,2
53,305,0
6,446,0
92,423,2
78,290,3
10,396,3
41,218,0
98,479,1
25,336,0
98,312,3
43,436,0
57,342,4
41,397,0
52,304,0
99,168,3
1,497,4
39,42,0
78,404,5
62,4,3
94,229,4
19,74,3
6,396,2
25,526,3
11,466,4
79,494,2
10,509,2
89,282,3
61,382,0
57,245,5
3,468,3
58,47,3
80,69,5
23,389,4
9,333,4
8,411,0
41,460,5
38,91,0
4,229,3
23,304,1
53,568,1
90,526,0
60,22,0
3,155,1
24,245,1
89,459,0
4,398,4
71,334,0
74,440,2
8,23,1
50,202,1
45,163,1
6,349,5
64,248,1
68,355,3
79,133,2
25,542,0
70,471,4
6,287,2
26,156,0
6,307,1
10,45,5
63,102,5
21,418,2
57,293,5
39,154,2
47,21,4
4,184,0
11,17,1
12,467,4
14,489,0
4,285,0
30,235,1
36,511,5
23,67,1
13,469,4
59,446,3
67,32,2
30,171,4
27,384,4
30,523,4
56,287,5
56,202,4
43,426,4
93,24,0
58,369,2
43,497,4
100,364,4
50,379,3
89,98,1
40,141,3
32,22,0
90,331,1
25,549,3
47,203,5
80,526,1
22,56,1
100,302,3
72,5,5
35,89,3
78,215,4
61,175,0
1,441,2
44,455,5
3,314,2
80,95,1
28,216,4
32,148,3
66,157,1
23,420,0
70,271,3
56,295,3
27,434,0
24,438,5
82,282,3
49,39,4
88,205,2
89,286,2
7,219,5
79,273,0
32,462,4
72,113,3
63,495,3
42,198,5
12,454,2
58,249,2
93,528,0
1,142,2
13,319,1
45,219,5
53,144,3
9,427,0
11,367,4
14,309,2
27,347,2
76,571,3
85,215,0
35,377,0
60,191,2
33,339,0
60,380,2
52,9,5
73,352,4
63,351,0
19,282,3
83,187,1
99,73,1
71,5,1
44,119,2
25,392,3
28,188,3
11,569,3
53,68,2
89,50,3
80,85,4
79,402,2
68,321,2
16,15,5
70,139,5
17,423,4
64,374,4
15,28,0
62,313,3
25,180,3
96,362,4
47,464,3
39,282,2
52,139,4
97,100,0
3,211,1
56,336,4
8,37,3
83,35,0
55,94,3
45,349,2
44,492,1
52,522,0
96,142,4
1,403,2
69,416,3
53,207,4
12,281,4
51,401,0
36,527,5
94,416,5
16,34,4
38,80,4
89,523,1
39,206,3
48,444,2
47,203,1
83,459,5
70,423,0
14,425,5
97,394,1
50,510,1
57,453,0
68,163,3
97,237,3
46,272,5
25,527,5
58,331,2
17,305,5
5,317,1
67,534,3
17,145,5
8,420,5
43,518,2
66,505,1
8,313,0
58,18,1
38,205,1
57,497,5
80,320,2
11,257,4
19,241,5
92,152,2
55,526,3
5,516,1
89,204,5
96,275,5
21,422,5
53,301,2
43,217,5
35,474,0
99,200,5
46,258,0
16,96,3
53,6,2
48,272,2
98,462,5
61,348,2
78,16,3
44,334,4
98,140,3
53,215,5
14,219,0
46,375,3
100,35,1
90,115,5
39,124,2
13,164,4
30,117,0
66,490,2
77,369,4
20,177,0
81,400,4
69,323,4
75,426,0
7,566,0
49,520,3
21,65,2
53,79,4
1,9,1
82,273,2
100,118,2
3,411,1
61,388,3
45,159,0
71,59,2
47,443,1
56,147,3
39,304,5
45,241,2
20,221,5
19,460,1
7,390,2
31,285,1
44,29,3
52,56,1
96,363,0
72,202,3
70,555,5
12,568,3
1,235,2
97,13,1
11,545,4
28,93,2
73,121,1
71,300,2
13,548,3
60,98,0
94,519,2
17,69,2
62,195,5
4,94,2
86,382,5
95,43,3
48,450,4
83,76,2
43,222,1
88,143,1
49,423,1
57,473,5
7,172,3
97,209,4
49,355,3
91,176,2
8,551,3
52,165,0
22,22,3
61,458,5
64,460,3
94,429,3
55,215,3
7,387,4
9,436,2
70,239,0
6,227,1
40,275,0
50,14,3
80,248,0
51,257,3
33,48,2
38,513,3
82,296,2
22,274,1
57,355,4
5,76,2
19,449,4
13,36,5
1,429,4
96,556,0
13,568,4
18,564,0
45,468,4
7,471,5
74,159,2
96,523,4
32,294,5
66,393,5
89,35,5
24,161,4
5,187,0
7,124,2
79,219,1
14,413,4
93,112,3
12,209,5
54,330,1
14,420,3
81,339,3
9,354,5
13,295,0
55,62,5
15,371,1
31,132,5
42,417,2
13,59,4
7,425,5
86,374,4
14,451,2
88,404,1
66,499,1
11,365,1
9,93,3
62,368,1
50,399,5
7,272,0
56,362,3
40,205,2
7,78,0
29,53,1
62,550,0
29,305,3
58,241,5
73,497,2
69,277,2
74,11,1
61,287,5
94,207,1
100,445,1
92,7,3
82,190,4
1,12,5
16,465,4
1,52,4
94,181,1
37,322,0
28,129,1
54,367,4
63,82,5
74,263,4
86,147,2
12,359,2
24,460,0
38,328,1
75,238,5
16,105,3
20,255,2
54,274,5
89,14,5
23,377,2
16,387,4
39,115,0
9,408,4
19,11,0
72,517,1
90,295,2
53,304,3
86,390,5
26,234,0
26,548,2
55,167,3
17,507,0
43,224,5
71,13,5
22,204,3
100,223,2
84,68,4
60,221,3
98,88,1
65,353,5
13,232,1
24,66,1
100,559,2
77,8,1
71,568,5
57,533,0
90,468,5
19,464,0
12,348,4
83,521,5
8,488,1
90,379,1
69,476,5
96,94,4
41,435,1
89,444,4
5,377,5
60,245,0
50,246,4
90,204,3
80,209,5
85,213,3
37,28,5
92,452,2
17,560,5
100,191,3
67,551,1
42,278,3
88,424,1
64,226,0
76,387,0
93,99,3
85,327,5
24,142,1
47,175,1
42,109,0
33,504,0
84,144,4
53,192,4
4,546,2
66,198,1
64,537,0
83,199,3
52,202,0
5,66,1
54,152,0
87,294,4
30,101,0
80,124,1
26,133,0
53,18,1
43,461,0
73,548,2
8,36,2
11,328,0
33,464,0
81,567,2
92,157,5
22,188,1
71,330,3
39,302,1
45,438,3
23,131,5
9,568,3
96,520,4
66,419,1
4,462,0
56,358,2
72,368,1
83,523,0
63,417,1
35,470,2
68,388,0
77,555,0
15,378,3
57,526,2
75,402,4
40,277,0
38,325,1
99,297,5
49,473,4
49,507,5
25,518,2
10,512,3
97,207,3
2,238,5
95,269,3
7,45,2
92,466,5
12,410,4
54,539,1
24,15,0
16,548,1
13,537,4
28,267,2
95,44,3
98,539,1
69,270,1
92,63,5
15,236,3
13,67,2
13,276,2
24,117,4
76,513,5
62,317,4
37,541,0
26,68,2
32,544,1
92,245,3
96,371,2
9,563,3
84,307,0
41,168,4
88,424,0
59,180,3
24,148,1
4,182,3
21,401,2
15,344,3
10,215,2
51,194,2
50,341,0
5,153,2
38,557,5
25,213,0
57,315,3
85,248,4
35,501,1
83,172,1
10,392,4
34,233,1
67,250,4
53,364,1
53,132,2
36,567,3
71,550,1
64,168,5
100,513,5
9,31,3
14,405,5
2,250,1
77,338,0
9,461,5
64,492,4
2,405,4
4,552,0
72,310,5
74,148,1
46,106,0
15,423,3
74,196,2
36,153,3
37,353,5
31,486,5
97,170,2
83,219,2
91,76,5
33,373,0
4,250,0
61,161,3
30,36,5
25,24,1
90,504,2
39,464,4
12,424,5
39,531,4
9,119,0
40,411,0
27,279,5
48,246,4
90,9,4
88,23,3
18,420,3
36,566,3
26,527,2
74,520,5
92,310,1
82,246,2
58,386,3
34,36,3
66,85,4
18,210,0
79,307,1
83,240,0
100,357,1
73,364,5
90,376,0
15,156,5
15,347,4
58,358,2
100,184,0
95,192,5
60,397,0
71,558,2
35,38,5
99,552,5
34,38,4
1,365,1
39,442,4
80,545,0
74,557,2
61,72,4
12,569,5
23,262,5
75,278,2
78,347,5
82,465,1
70,512,2
48,567,0
5,143,0
69,72,5
21,287,5
37,336,5
50,537,5
44,5,1
26,493,3
85,371,0
8,440,1
84,64,4
97,314,4
20,564,4
10,330,2
93,54,0
43,37,4
100,115,0
88,49,4
17,277,2
77,346,3
62,378,1
83,135,1
81,313,2
6,475,2
92,323,2
36,179,4
6,482,2
41,536,3
36,531,2
34,328,1
27,246,3
62,198,0
74,568,3
57,324,0
36,206,4
54,306,1
95,72,1
43,105,2
53,326,2
68,5,2
65,118,1
88,211,0
4,50,2
44,36,1
83,39,2
60,9,3
49,538,3
49,289,0
22,441,1
91,171,1
26,254,3
91,385,4
59,23,0
40,355,0
97,372,1
1,333,2
73,454,5
40,452,3
74,364,0
76,158,1
82,561,3
57,356,5
68,232,1
67,379,4
34,459,4
38,254,3
52,537,3
71,129,2
68,82,4
91,253,2
14,417,0
52,165,4
5,451,0
3,381,4
52,488,5
76,535,3
71,34,4
20,265,3
19,500,2
59,60,4
18,475,4
81,441,4
90,306,5
88,233,2
3,100,0
87,209,1
92,77,1
73,387,5
73,190,5
70,88,1
22,1,4
45,335,5
52,260,4
8,502,4
70,545,3
26,559,2
89,390,2
8,308,4
13,135,4
65,406,1
61,200,4
4,191,3
31,391,2
56,403,1
94,180,1
45,161,5
99,231,4
29,205,1
95,191,1
35,105,5
59,288,2
88,27,0
46,213,3
84,152,0
29,372,0
8,362,1
45,50,3
35,552,2
56,432,0
1,135,5
84,306,5
1,230,2
84,468,3
7,52,1
40,133,1
9,247,3
67,342,0
8,454,4
87,228,5
29,283,0
21,237,2
84,246,1
55,39,4
50,500,3
84,360,0
8,191,0
26,82,0
60,557,3
22,405,2
98,516,3
72,528,2
86,334,1
45,47,1
31,125,3
100,298,0
22,205,5
96,200,2
22,32,3
3,430,1
34,514,5
3,357,2
36,525,4
57,111,3
86,385,5
1,571,1
7,473,0
63,192,2
87,123,1
52,282,5
80,152,2
86,203,0
99,115,3
25,476,4
13,7,0
14,12,2
2,266,5
59,78,4
50,21,0
1,301,1
52,53,1
7,180,5
94,476,3
2,187,0
18,120,4
55,176,5
99,203,4
67,411,5
23,261,4
94,154,1
87,117,2
47,186,5
7,433,4
84,427,4
9,281,2
50,411,3
45,344,4
6,237,1
17,193,2
80,25,2
12,312,2
41,118,3
27,405,3
75,472,1
96,136,2
36,330,2
40,198,4
42,534,1
28,534,2
39,122,1
76,23,2
80,386,0
22,12,2
50,137,0
39,266,4
27,182,0
60,108,3
57,349,5
38,191,3
32,176,1
64,337,0
15,233,4
17,131,5
70,115,2
65,461,2
15,55,3
40,334,4
27,142,4
98,497,4
97,182,3
4,426,5
45,44,4
91,239,1
77,61,1
65,448,3
41,327,3
83,550,2
7,436,1
42,537,3
85,228,2
36,168,4
90,468,5
5,112,2
95,215,3
47,279,0
51,332,5
73,61,2
34,556,5
23,175,1
40,389,3
53,225,5
63,394,1
9,62,1
71,419,2
49,263,4
33,57,1
41,163,0
98,182,5
80,299,3
31,10,2
24,211,4
55,181,1
10,350,3
44,242,4
60,531,1
52,145,5
99,531,3
27,466,5
71,337,3
14,75,2
12,110,4
51,513,4
31,168,0
32,518,3
67,37,1
95,480,3
50,458,5
65,153,3
97,326,0
86,211,1
11,233,5
71,393,3
95,307,3
66,549,0
18,273,0
66,514,4
9,180,0
28,249,5
77,239,3
57,214,0
24,40,4
68,314,2
55,539,0
30,296,2
17,401,0
38,247,0
64,163,4
97,31,2
9,435,5
68,136,2
88,33,2
5,245,3
30,490,0
93,288,3
79,355,4
76,448,1
13,330,2
8,261,5
61,379,1
69,384,2
24,210,4
13,306,1
66,138,4
29,183,3
22,141,1
19,147,1
97,467,4
13,412,5
59,368,0
18,76,5
4,237,0
86,410,1
19,129,3
44,192,5
11,114,0
67,450,5
92,56,0
85,50,2
25,30,3
86,402,2
95,51,1
51,186,0
70,489,3
45,282,4
77,269,2
83,527,1
2,472,5
35,291,5
6,348,0
40,283,3
32,152,3
83,187,3
62,77,4
73,278,5
84,294,3
95,91,4
29,70,4
60,419,3
62,281,5
10,92,5
34,457,2
41,528,0
89,475,4
20,321,4
98,134,3
75,557,0
82,99,3
97,496,1
83,17,2
31,352,0
15,430,3
66,387,1
10,557,1
14,12,5
27,472,4
92,84,0
12,519,5
98,546,5
64,159,3
98,67,1
64,345,2
80,193,0
78,261,5
82,242,5
46,414,5
25,206,3
7,95,0
36,302,1
66,440,3
56,528,5
51,430,3
87,102,1
73,287,0
43,532,5
27,564,1
32,168,5
75,327,3
86,296,1
60,6,2
72,372,3
5,479,1
23,447,4
1,468,1
69,540,4
45,254,0
59,259,1
72,428,5
84,472,3
93,320,5
68,144,0
68,143,2
55,432,5
21,212,1
29,395,0
6,513,0
65,409,0
49,478,4
1,129,3
44,403,0
58,44,1
2,74,1
60,296,2
15,403,1
32,300,2
64,329,5
30,198,5
52,325,0
21,338,2
64,540,0
39,416,3
2,294,0
23,284,3
74,301,4
20,419,5
90,3,5
4,396,3
13,178,1
91,434,5
63,337,0
47,264,2
100,483,4
44,239,2
87,61,3
86,193,3
55,80,5
20,9,5
76,166,2
26,166,1
3,479,2
10,459,0
88,37,3
30,371,2
4,251,4
71,513,0
24,107,2
25,100,5
90,205,1
21,355,3
24,213,4
57,219,1
78,269,4
83,486,1
12,510,2
13,225,0
82,420,2
68,38,2
69,552,1
96,362,4
72,342,4
47,541,0
10,136,3
5,217,1
16,510,0
38,402,3
52,222,5
98,207,0
5,238,0
31,483,1
41,484,0
46,42,0
90,72,1
29,121,4
6,257,2
4,115,4
83,60,2
51,254,2
78,9,1
78,403,5
12,162,0
61,464,4
26,416,2
36,15,4
4,279,5
87,319,5
49,192,5
16,32,1
64,130,5
33,136,0
15,271,3
54,477,3
19,113,3
33,236,2
89,432,3
50,283,3
73,188,2
88,314,5
85,74,5
94,414,2
63,411,3
39,480,0
85,482,3
54,500,1
1,224,5
67,102,5
65,513,1
58,104,4
99,191,5
67,105,3
75,449,1
71,351,5
52,511,0
87,333,2
41,17,2
28,308,1
91,130,2
61,100,5
95,222,2
87,411,5
30,69,3
1,259,3
40,374,1
42,156,2
46,79,0
78,417,0
13,468,5
8,124,0
62,280,3
64,281,0
55,411,3
59,427,2
34,565,3
18,54,4
1,428,3
36,537,2
41,524,3
6,468,1
60,51,0
22,470,5
55,178,4
27,121,1
71,217,1
53,483,4
54,401,2
44,472,3
53,417,3
56,507,4
93,14,3
74,82,5
89,555,4
56,432,2
54,160,3
86,333,0
81,391,0
28,323,3
79,515,1
48,187,2
77,477,3
60,479,0
39,240,0
16,316,0
14,483,4
42,139,4
4,121,2
5,60,0
68,209,5
47,221,5
38,113,3
75,328,4
67,272,3
93,457,3
69,422,5
93,280,4
50,254,2
94,334,1
41,259,2
8,134,5
25,240,5
89,88,0
80,303,1
18,77,1
75,540,3
86,520,2
38,356,1
43,82,3
65,36,1
74,360,2
20,344,1
64,132,1
81,179,0
37,138,5
58,116,3
26,131,0
53,288,3
60,5,1
3,133,4
58,139,5
74,17,2
19,302,0
42,353,0
58,73,0
16,45,3
32,24,0
76,170,0
43,317,2
87,372,3
77,40,3
7,225,1
85,409,1
94,115,2
7,436,5
12,30,4
30,20,5
38,406,2
51,203,0
74,363,1
92,261,4
11,151,3
3,443,0
23,145,5
28,530,2
62,198,2
97,175,3
55,87,5
15,208,2
39,301,4
76,195,0
74,207,5
4,193,1
30,452,4
84,293,5
22,339,5
10,255,5
46,226,3
63,54,1
43,490,3
5,202,2
94,420,0
74,426,0
64,417,5
92,403,1
54,47,3
67,85,3
44,564,0
14,198,1
42,249,0
14,50,1
1,512,3
49,104,3
44,135,3
28,27,0
27,533,5
80,276,3
95,426,5
53,46,1
42,216,0
8,487,4
38,372,5
45,410,0
76,123,5
62,338,4
69,208,4
39,570,4
74,279,4
17,192,1
83,83,1
14,15,2
14,52,3
22,166,2
2,171,1
10,507,3
14,62,2
85,392,3
22,568,2
93,280,2
65,268,0
7,212,2
2,49,3
80,419,0
6,466,0
32,152,0
99,367,3
68,484,2
23,191,4
8,56,2
15,63,3
97,385,1
15,267,3
75,370,5
55,111,2
54,95,0
51,405,4
96,387,1
65,161,3
87,282,5
78,198,2
60,272,0
27,313,5
5,194,3
22,502,5
85,47,2
75,519,4
89,143,5
79,475,3
78,19,3
81,225,2
47,165,0
1,388,4
84,386,1
42,544,5
42,551,3
44,559,2
17,554,3
30,531,3
6,262,4
18,102,1
82,349,4
45,319,2
11,391,5
7,565,3
74,403,2
85,381,2
37,521,5
84,147,3
15,99,4
90,417,5
34,447,4
85,301,2
54,298,1
79,95,1
32,252,4
48,463,4
94,338,4
31,208,3
57,454,5
92,4,5
89,322,3
62,396,4
63,155,4
56,132,0
54,286,3
28,343,4
41,54,5
1,3,5
92,446,4
5,137,5
31,159,5
37,361,0
31,549,3
32,169,5
23,24,5
32,296,4
23,403,1
29,26,2
56,91,5
38,133,3
19,208,2
65,3,0
48,541,0
38,183,4
36,497,1
87,216,4
27,457,3
41,240,1
96,480,1
1,59,2
57,545,4
71,291,4
23,289,2
83,468,2
96,196,1
18,388,2
81,111,5
20,340,5
81,152,3
22,251,2
95,20,2
34,572,3
9,168,0
8,53,3
30,62,0
75,93,3
38,317,4
72,385,1
18,449,2
25,373,1
77,231,2
59,161,4
11,295,0
65,200,0
59,521,1
19,343,3
95,568,2
3,500,0
30,196,2
4,32,3
65,320,0
8,498,2
11,201,2
12,478,4
12,79,4
37,275,3
41,266,4
61,263,2
52,368,1
17,557,0
55,235,3
33,520,2
66,496,2
88,57,5
76,3,5
80,309,1
2,489,0
70,259,3
37,282,2
92,455,4
21,181,3
16,564,2
68,454,4
75,143,5
20,231,1
58,466,2
25,362,4
39,378,4
35,415,5
62,72,5
19,64,4
78,107,0
25,454,2
36,380,4
28,457,4
83,484,2
88,417,1
1,430,1
41,110,1
86,125,1
22,543,1
8,334,5
86,313,1
55,421,5
25,529,1
11,464,4
98,398,5
95,193,3
61,372,3
66,201,1
2,416,5
46,78,0
87,31,5
89,124,4
9,272,3
9,377,1
38,217,3
51,95,1
40,298,2
83,467,1
92,171,5
32,543,5
54,466,0
81,245,1
51,139,2
11,58,2
3,146,5
24,5,2
2,25,2
30,446,1
77,35,0
69,500,5
7,483,1
22,213,0
91,77,5
12,523,4
49,318,3
2,497,2
95,20,4
37,497,4
46,202,4
77,184,2
96,163,4
36,424,5
33,106,0
11,395,5
83,528,5
89,42,4
87,152,0
79,211,1
26,380,0
32,314,0
92,365,5
82,563,0
93,147,3
38,202,3
52,427,0
89,531,5
29,303,4
63,177,1
31,202,2
58,218,3
16,211,3
94,177,4
59,510,2
25,109,1
84,44,5
40,273,1
47,484,4
92,70,0
64,302,4
76,231,2
30,286,1
20,113,3
68,174,3
14,411,5
76,471,1
21,563,2
44,213,5
59,77,2
84,483,3
84,5,1
16,87,4
9,409,3
66,254,3
67,233,4
99,49,1
92,34,4
70,536,0
98,547,4
64,237,4
22,546,1
65,544,1
23,114,0
49,87,3
98,300,4
94,455,5
79,561,4
39,420,0
90,268,5
65,413,4
21,528,3
75,218,3
5,84,4
14,481,3
45,353,1
13,382,1
42,196,5
28,371,0
80,157,2
88,288,2
47,280,4
31,169,3
8,455,5
18,295,4
40,331,2
57,139,4
11,101,1
89,364,3
9,245,5
18,130,4
34,311,5
14,135,5
70,496,5
1,294,4
68,456,1
3,238,4
86,99,5
95,219,4
96,23,1
43,503,3
73,357,2
29,99,5
5,477,3
100,261,3
87,539,1
69,364,3
2,128,4
84,76,1
97,251,1
10,16,0
100,471,4
57,299,4
66,210,2
86,101,4
19,279,1
24,448,3
18,345,5
96,417,0
17,408,2
76,163,3
17,199,2
12,162,5
71,216,1
73,364,3
55,545,5
76,163,1
34,190,1
98,471,2
24,506,3
37,138,3
44,360,5
12,419,5
3,113,3
14,478,2
51,339,3
43,554,0
6,46,4
82,520,3
35,85,2
12,488,0
66,464,1
11,67,0
1,109,5
15,297,4
99,536,0
61,257,5
16,230,2
57,194,5
3,479,3
74,332,5
46,142,1
69,185,5
56,491,1
35,248,2
56,4,4
5,276,3
17,270,3
83,79,4
100,142,3
2,543,1
58,462,2
81,221,2
69,502,2
53,375,4
91,44,1
81,510,3
36,411,3
56,558,2
31,367,4
82,320,2
37,51,2
32,234,4
21,309,4
55,87,2
45,124,2
6,508,1
38,421,0
29,160,4
72,80,0
36,464,2
77,165,1
70,402,0
58,120,5
18,395,5
84,295,5
78,146,0
13,161,0
14,461,1
37,305,3
39,255,2
96,390,2
43,122,1
38,407,5
12,455,2
17,369,2
48,18,3
17,216,4
92,259,3
98,211,3
50,531,4
81,17,1
81,40,0
83,156,3
47,3,4
49,296,2
60,471,0
25,560,2
37,514,3
70,234,0
60,461,5
60,463,3
78,267,5
9,407,2
61,221,3
43,364,4
35,203,3
84,506,3
49,410,1
7,117,4
90,241,3
73,38,0
77,523,2
13,560,2
31,196,2
25,229,2
75,139,3
73,49,2
49,564,2
74,378,4
41,130,4
92,172,2
78,336,5
90,138,0
65,556,5
1,232,2
32,222,1
60,162,3
45,97,5
86,37,0
24,80,2
47,97,1
10,359,5
70,336,2
4,13,3
99,469,3
70,523,0
28,169,1
100,480,5
6,81,1
56,521,0
83,385,5
55,61,3
27,165,3
39,154,4
11,364,2
1,433,5
43,194,0
49,152,5
82,177,4
27,73,2
76,179,3
34,298,1
3,7,1
69,440,2
18,172,2
15,282,4
34,511,5
96,320,2
24,14,5
59,556,1
14,237,2
33,66,1
91,398,2
28,234,1
69,370,0
64,480,0
68,375,1
16,394,3
18,517,4
7,60,0
5,285,4
88,474,4
32,106,4
82,368,5
84,271,5
54,151,3
21,366,5
95,1,0
15,114,4
19,279,4
42,320,5
51,480,2
56,326,2
28,508,3
8,11,5
95,13,1
47,268,1
89,282,4
53,423,1
70,330,2
27,466,2
92,473,2
80,475,4
13,329,1
13,553,4
11,551,4
84,325,4
86,402,1
82,183,3
38,41,0
50,459,3
88,534,4
96,382,5
36,444,0
17,332,3
97,138,1
73,329,3
95,528,5
37,19,3
16,492,3
48,402,4
23,80,1
80,541,0
31,110,5
74,172,2
81,290,1
53,375,1
7,8,4
69,391,5
52,49,0
30,532,4
45,232,0
78,296,5
4,395,4
99,147,5
78,147,2
27,269,0
72,27,0
50,399,5
4,63,0
3,544,3
32,21,1
22,69,5
49,15,3
92,234,4
53,349,2
20,44,5
89,168,2
13,542,3
28,124,0
77,498,2
39,5,1
94,441,3
15,267,0
93,479,1
8,429,4
89,558,1
72,289,1
42,66,4
58,312,1
47,146,2
27,246,1
36,129,3
92,127,3
16,409,2
36,445,3
95,219,3
70,36,5
93,73,2
16,255,1
16,403,4
87,468,2
5,556,4
61,63,2
49,373,0
64,151,4
66,242,5
50,390,5
30,463,5
33,477,0
70,456,3
49,255,5
33,4,3
62,484,5
25,58,4
61,200,3
61,433,1
3,554,0
23,548,0
72,324,0
5,487,3
91,138,0
86,84,3
30,158,2
39,508,3
65,386,3
61,434,4
44,352,2
2,434,0
4,562,0
78,366,5
88,285,2
73,221,4
91,534,0
6,441,5
23,491,3
46,261,1
98,41,4
16,228,1
29,433,0
87,101,4
79,62,2
72,538,0
56,435,5
39,174,0
90,495,0
65,570,0
66,500,3
7,402,0
97,205,0
77,491,5
97,257,4
39,563,0
32,478,2
19,120,1
34,542,0
7,527,4
84,46,1
47,182,1
24,273,3
94,304,5
74,172,4
33,151,3
64,486,2
14,326,3
4,65,4
65,368,2
61,530,0
47,139,0
30,324,4
5,136,5
83,252,3
34,3,2
53,47,2
7,186,2
15,16,5
69,319,5
41,139,0
3,437,1
43,558,0
7,491,4
18,318,2
52,191,0
9,213,4
93,94,5
80,139,0
55,168,2
85,516,2
56,93,0
62,187,4
41,380,0
91,181,1
27,552,2
24,121,3
7,283,3
74,59,3
32,390,2
61,347,1
67,514,2
95,215,1
96,257,1
42,338,5
50,334,2
33,53,4
79,233,0
20,278,1
69,41,0
96,319,0
96,359,2
1,184,0
56,465,3
55,571,1
18,429,3
82,560,5
95,17,2
55,502,5
77,119,4
34,195,3
11,100,0
26,295,3
82,420,3
12,115,4
50,349,0
24,242,0
83,278,0
50,124,4
48,492,4
83,419,1
45,92,1
37,344,5
57,539,1
20,272,1
3,559,1
77,245,4
85,520,3
26,155,1
93,379,2
43,469,4
41,438,0
2,219,4
55,201,3
23,458,1
57,103,2
15,49,4
17,62,2
92,217,3
50,279,1
46,446,4
26,292,4
97,298,5
14,559,4
77,29,3
48,564,2
86,150,2
64,69,5
91,28,4
76,313,5
43,122,2
35,62,1
9,561,1
79,528,4
54,436,4
15,18,1
86,215,5
42,207,4
49,286,2
32,241,4
73,465,1
25,422,1
68,393,1
27,410,2
28,409,0
19,138,0
61,472,1
52,61,3
78,159,3
33,475,0
3,535,0
71,29,2
21,552,1
43,536,1
71,120,5
39,113,1
60,58,1
94,227,1
40,520,0
94,126,4
61,217,0
72,472,1
69,33,4
91,560,1
41,487,1
92,340,5
77,532,4
55,85,1
48,93,1
98,417,3
58,143,5
42,119,4
1,350,5
14,535,0
67,341,0
69,121,1
5,282,2
45,441,3
100,385,2
93,353,0
81,189,2
25,261,0
70,12,1
25,164,2
99,119,3
78,403,4
82,450,2
27,255,5
87,188,1
77,513,5
22,520,5
58,393,0
63,566,5
72,445,2
26,136,1
18,408,2
57,76,0
48,433,3
94,438,4
69,19,0
